episode,reward,avg_last50,eps
100,87.47999999999962,131.28800000000047,0.01
101,380.99000000000433,138.92420000000055,0.01
102,147.04999999999956,139.52720000000056,0.01
103,87.57999999999929,139.93360000000052,0.01
104,126.93999999999937,141.92340000000056,0.01
105,210.98000000000002,144.02740000000057,0.01
106,155.9700000000007,146.7602000000006,0.01
107,19.459999999999994,145.41860000000057,0.01
108,155.66000000000017,143.69980000000055,0.01
109,67.55999999999977,144.28380000000053,0.01
110,97.33999999999946,144.49760000000052,0.01
111,195.26000000000133,146.66220000000058,0.01
112,184.99000000000103,148.2222000000006,0.01
113,154.21000000000026,149.3904000000006,0.01
114,116.34999999999901,149.7684000000006,0.01
115,127.00999999999954,151.53820000000061,0.01
116,105.66999999999865,152.4810000000006,0.01
117,77.77999999999966,152.30060000000057,0.01
118,135.41000000000028,150.33820000000054,0.01
119,223.8800000000027,154.63820000000058,0.01
120,164.74000000000183,154.82040000000063,0.01
121,166.20000000000002,155.81060000000065,0.01
122,203.51000000000082,159.2948000000007,0.01
123,126.87999999999931,155.5920000000006,0.01
124,77.82999999999979,154.02420000000058,0.01
125,203.89000000000152,151.0948000000005,0.01
126,116.32999999999873,151.8538000000005,0.01
127,87.7399999999998,151.27780000000052,0.01
128,214.11000000000104,148.75300000000044,0.01
129,117.12999999999934,147.6034000000004,0.01
130,283.3600000000029,151.5378000000005,0.01
131,232.83000000000197,152.1372000000005,0.01
132,87.64999999999975,152.12200000000047,0.01
133,244.8000000000016,156.83100000000053,0.01
134,8.859999999999875,153.68880000000053,0.01
135,204.1400000000008,152.32440000000048,0.01
136,58.09999999999981,149.20800000000045,0.01
137,68.36999999999966,147.09660000000042,0.01
138,136.14999999999947,148.6458000000004,0.01
139,106.27999999999898,146.89360000000036,0.01
140,203.1200000000013,146.83520000000036,0.01
141,87.40999999999974,144.28180000000035,0.01
142,185.50000000000045,141.96040000000028,0.01
143,117.2599999999992,143.14400000000026,0.01
144,155.95999999999975,144.90540000000027,0.01
145,242.6700000000018,147.6032000000003,0.01
146,165.9699999999996,147.4316000000003,0.01
147,58.36,143.54080000000025,0.01
148,261.78000000000316,146.64260000000033,0.01
149,184.40000000000057,148.57800000000034,0.01
150,203.60000000000136,150.90040000000036,0.01
151,126.77999999999929,145.8162000000003,0.01
152,146.59999999999934,145.80720000000028,0.01
153,135.97999999999936,146.77520000000027,0.01
154,125.1599999999994,146.73960000000028,0.01
155,233.55000000000183,147.19100000000034,0.01
156,254.4500000000022,149.16060000000033,0.01
157,272.08000000000294,154.2130000000004,0.01
158,234.42000000000164,155.78820000000044,0.01
159,126.83999999999952,156.97380000000044,0.01
160,39.169999999999966,155.8104000000004,0.01
161,194.93000000000134,155.80380000000042,0.01
162,106.92999999999932,154.2426000000004,0.01
163,77.96999999999977,152.71780000000038,0.01
164,262.19000000000284,155.63460000000046,0.01
165,117.42999999999927,155.44300000000047,0.01
166,184.56000000000063,157.0208000000005,0.01
167,75.6599999999995,156.9784000000005,0.01
168,195.93000000000094,158.18880000000053,0.01
169,126.8099999999996,156.24740000000048,0.01
170,106.31999999999871,155.0790000000004,0.01
171,126.1000000000002,154.27700000000038,0.01
172,233.84000000000123,154.8836000000004,0.01
173,48.7400000000001,153.3208000000004,0.01
174,244.46000000000163,156.65340000000046,0.01
175,231.39999999999964,157.20360000000042,0.01
176,-0.9799999999999827,154.85740000000044,0.01
177,290.66000000000406,158.91580000000056,0.01
178,214.6200000000008,158.92600000000056,0.01
179,195.16000000000074,160.48660000000055,0.01
180,184.7500000000012,158.5144000000005,0.01
181,146.32999999999927,156.78440000000046,0.01
182,301.0200000000048,161.05180000000055,0.01
183,213.45000000000135,160.42480000000057,0.01
184,135.5299999999999,162.95820000000055,0.01
185,253.63000000000238,163.94800000000058,0.01
186,77.45999999999961,164.33520000000058,0.01
187,195.4900000000008,166.87760000000063,0.01
188,9.079999999999945,164.33620000000062,0.01
189,87.73999999999955,163.9654000000006,0.01
190,203.99000000000183,163.98280000000065,0.01
191,195.8600000000007,166.15180000000066,0.01
192,165.78000000000065,165.75740000000064,0.01
193,18.399999999999824,163.78020000000066,0.01
194,136.29999999999967,163.38700000000065,0.01
195,68.51999999999988,159.90400000000062,0.01
196,29.089999999999925,157.16640000000064,0.01
197,125.59999999999997,158.51120000000066,0.01
198,57.78999999999962,154.4314000000006,0.01
199,87.82999999999977,152.50000000000057,0.01
200,9.649999999999963,148.62100000000052,0.01
